iter	RMSE
0	0.06500129243
1	0.06499768953
2	0.06499429051
3	0.06499114264
4	0.06498830515
5	0.06498555319
6	0.0649828917
7	0.06498061458
8	0.06497838446
9	0.0649761648
10	0.06497412003
11	0.06497229676
12	0.06497016662
13	0.06496851712
14	0.06496691615
15	0.0649654486
16	0.06496417851
17	0.06496239744
18	0.06496141998
19	0.06496023317
20	0.06495894075
21	0.0649576168
22	0.06495648289
23	0.06495519069
24	0.06495424355
25	0.06495339015
26	0.06495145491
27	0.06495060117
28	0.06494984434
29	0.06494905997
30	0.0649483272
31	0.06494774116
32	0.06494665754
33	0.06494591127
34	0.06494518817
35	0.06494433594
36	0.06494373541
37	0.06494263616
38	0.06494208431
39	0.06494140824
40	0.06494058564
41	0.06493909929
42	0.06493773713
43	0.064937158
44	0.06493654408
45	0.0649352462
46	0.0649343233
47	0.06493370147
48	0.06493320031
49	0.06493239542
50	0.06493193494
51	0.06493107704
52	0.06492994951
53	0.06492948846
54	0.06492876761
55	0.06492838683
56	0.06492794248
57	0.0649270873
58	0.06492657812
59	0.06492587774
60	0.06492520487
61	0.06492451631
62	0.06492364681
63	0.06492253553
64	0.06491931097
65	0.06491889103
66	0.06491757812
67	0.06491716713
68	0.06491644514
69	0.0649160777
70	0.06491517167
71	0.06491437532
72	0.06491401229
73	0.0649135916
74	0.06491289093
75	0.06491248315
76	0.06491209645
77	0.06491122317
78	0.06491072301
79	0.06491008476
80	0.06490929905
81	0.06490857969
82	0.0649076528
83	0.06490728219
84	0.06490672518
85	0.06490632684
86	0.06490549653
87	0.06490490967
88	0.06490435499
89	0.06490395345
90	0.0649035778
91	0.06490312374
92	0.06490261567
93	0.06490205369
94	0.06490169745
95	0.06490104712
96	0.06490001433
97	0.06489933693
98	0.06489882266
99	0.06489852649
100	0.06489803412
101	0.06489725631
102	0.06489691976
103	0.0648965221
104	0.06489604364
105	0.0648953831
106	0.06489473267
107	0.06489432367
108	0.06489377202
109	0.06489295142
110	0.06489208334
111	0.06489169763
112	0.06489100663
113	0.06489071324
114	0.06489043043
115	0.06488991163
116	0.06488940916
117	0.06488907796
118	0.06488871917
119	0.06488801552
120	0.06488768331
121	0.06488737841
122	0.06488680858
123	0.0648865363
124	0.06488575113
125	0.06488464496
126	0.06488379018
127	0.06488322947
128	0.0648828859
129	0.06488223331
130	0.06488190577
131	0.06488154923
132	0.06488122173
133	0.06488082982
134	0.06488050734
135	0.06488020234
136	0.064877547
137	0.06487713922
138	0.0648767334
139	0.06487616864
140	0.0648759764
141	0.06487556023
142	0.06487531494
143	0.06487493604
144	0.06487463522
145	0.06487423182
146	0.0648738239
147	0.06487309876
148	0.0648726857
149	0.06487230097
150	0.06487209249
151	0.06487135877
152	0.06487063294
153	0.06487024159
154	0.0648696648
155	0.06486919687
156	0.06486898532
157	0.06486864971
158	0.06486812852
159	0.06486743138
160	0.06486711438
161	0.06486651604
162	0.06486628277
163	0.06486588263
164	0.06486441567
165	0.06486389383
166	0.0648635616
167	0.06486315596
168	0.06486288529
169	0.06486261685
170	0.0648619644
171	0.06486180221
172	0.06486152605
173	0.06485960156
174	0.06485930819
175	0.06485883542
176	0.06485839945
177	0.06485804269
178	0.06485771694
179	0.06485714034
180	0.06485695993
181	0.06485653113
182	0.06485629526
183	0.06485575987
184	0.06485531091
185	0.06485502318
186	0.06485466718
187	0.06485445012
188	0.06485396172
189	0.06485300908
190	0.06485259088
191	0.06485233226
192	0.06485201535
193	0.06485142007
194	0.06485089007
195	0.06485041682
196	0.06485013009
197	0.06485000291
198	0.06484924731
199	0.06484905081
200	0.06484832251
201	0.06484788084
202	0.06484729796
203	0.06484672747
204	0.06484624655
205	0.06484601825
206	0.06484362746
207	0.0648433635
208	0.06484281751
209	0.06484251385
210	0.06484196231
211	0.06484158108
212	0.06484131515
213	0.06484088109
214	0.06484047216
215	0.0648398
216	0.06483947797
217	0.06483917834
218	0.06483881926
219	0.06483847064
220	0.06483784808
221	0.06483727063
222	0.06483687391
223	0.06483670864
224	0.06483613003
225	0.06483569468
226	0.06483513791
227	0.06483481028
228	0.06483423909
229	0.06483390458
230	0.0648335511
231	0.06483318683
232	0.06483293389
233	0.06483274417
234	0.06483251684
235	0.06483222367
236	0.06483208359
237	0.06483125867
238	0.06483103685
239	0.06483063303
240	0.06483030137
241	0.06483009726
242	0.06482942387
243	0.06482909294
244	0.06482874328
245	0.0648283734
246	0.06482777978
247	0.0648274776
248	0.06482718604
249	0.06482644218
250	0.06482623601
251	0.06482576731
252	0.06482552862
253	0.06482514552
254	0.06482480313
255	0.06482466769
256	0.06482453381
257	0.06482427873
258	0.06482406094
259	0.06482373635
260	0.06482338502
261	0.06482322105
262	0.06482283599
263	0.06482260485
264	0.06482217202
265	0.06482175366
266	0.06482145441
267	0.06482089125
268	0.06482054174
269	0.06482022396
270	0.06481987241
271	0.06481967768
272	0.06481932021
273	0.06481875837
274	0.06481822323
275	0.06481791043
276	0.06481749005
277	0.06481714442
278	0.06481681579
279	0.06481658733
280	0.06481617877
281	0.06481588187
282	0.06481516253
283	0.06481490243
284	0.06481467608
285	0.06481452488
286	0.06481432019
287	0.06481385273
288	0.0648135283
289	0.06481280281
290	0.06481225069
291	0.06481201521
292	0.06481184219
293	0.06481129501
294	0.06481096867
295	0.06481081124
296	0.06481063776
297	0.06481033851
298	0.06481004609
299	0.06480981749
300	0.06480967515
301	0.06480840995
302	0.06480806859
303	0.06480760778
304	0.06480721509
305	0.06480666323
306	0.06480645946
307	0.064806295
308	0.06480615226
309	0.06480598797
310	0.06480539948
311	0.06480497774
312	0.06480470383
313	0.06480413433
314	0.06480393033
315	0.0648034838
316	0.0648033127
317	0.06480312934
318	0.06480206248
319	0.06480175517
320	0.06480146686
321	0.0648012508
322	0.06480108362
323	0.06480083471
324	0.06480065431
325	0.06480049163
326	0.06480028332
327	0.06480004907
328	0.06479973209
329	0.0647992336
330	0.06479902332
331	0.06479879861
332	0.06479673775
333	0.06479659627
334	0.06479623434
335	0.06479576119
336	0.06479516221
337	0.06479491824
338	0.06479455583
339	0.06479419345
340	0.0647937185
341	0.06479346875
342	0.06479307899
343	0.06479273027
344	0.06479255095
345	0.06479208434
346	0.06479183885
347	0.0647915604
348	0.06479103253
349	0.06479085208
350	0.0647906308
351	0.06479002106
352	0.06478983686
353	0.06478941594
354	0.06478921362
355	0.06478906392
356	0.0647885724
357	0.06478820854
358	0.06478782947
359	0.06478763144
360	0.06478712029
361	0.06478691672
362	0.06478678682
363	0.06478666191
364	0.06478644375
365	0.06478603031
366	0.06478552238
367	0.06478533253
368	0.06478497776
369	0.06478484856
370	0.06478451532
371	0.06478408718
372	0.06478383062
373	0.06478365394
374	0.06478325155
375	0.06478308434
376	0.06478290213
377	0.06478273167
378	0.06478225897
379	0.06478214304
380	0.06478203226
381	0.06478168848
382	0.06478027423
383	0.06478006893
384	0.06477968261
385	0.06477940677
386	0.06477910566
387	0.06477898347
388	0.06477877773
389	0.06477841776
390	0.06477823433
391	0.06477806536
392	0.06477790716
393	0.06477765253
394	0.0647773558
395	0.06477694674
396	0.06477666122
397	0.06477634612
398	0.06477621616
399	0.06477573334
400	0.064775419
401	0.06477511337
402	0.06477481786
403	0.0647744177
404	0.06477421375
405	0.06477409686
406	0.0647738095
407	0.06477363561
408	0.06477343674
409	0.06477297913
410	0.06477266259
411	0.06477228687
412	0.06477195884
413	0.0647717796
414	0.06477132626
415	0.06477103127
416	0.06477077584
417	0.06477062708
418	0.0647703541
419	0.06476985316
420	0.06476957797
421	0.06476938797
422	0.06476922396
423	0.06476909209
424	0.06476894985
425	0.06476863988
426	0.06476846402
427	0.06476808183
428	0.06476792548
429	0.06476761633
430	0.06476747521
431	0.0647673026
432	0.06476700018
433	0.06476682593
434	0.06476653065
435	0.06476640833
436	0.06476594819
437	0.06476463326
438	0.06476431423
439	0.06476415078
440	0.0647638851
441	0.06476360113
442	0.06476343786
443	0.06476309486
444	0.06476296032
445	0.06476284058
446	0.06476253379
447	0.06476236564
448	0.06476208634
449	0.06476178205
450	0.06476151172
451	0.0647614204
452	0.06476119659
453	0.06476086013
454	0.06476059449
455	0.06476040629
456	0.0647601712
457	0.06475975947
458	0.06475963893
459	0.06475944848
460	0.06475926469
461	0.06475874195
462	0.06475865293
463	0.06475838591
464	0.06475821097
465	0.06475777512
466	0.06475757458
467	0.06475720546
468	0.06475690405
469	0.06475650085
470	0.06475641472
471	0.06475620361
472	0.06475606672
473	0.06475580679
474	0.06475564865
475	0.06475539897
476	0.06475527514
477	0.06475514924
478	0.06475504261
479	0.06475488335
480	0.0647544644
481	0.06475429347
482	0.06475388993
483	0.06475354891
484	0.06475329926
485	0.06475305744
486	0.06475282246
487	0.06475268765
488	0.06475246109
489	0.06475220076
490	0.06475203036
491	0.06475079204
492	0.06475063858
493	0.06475047791
494	0.064750208
495	0.06474987389
496	0.06474945519
497	0.06474929518
498	0.06474888025
499	0.06474863477
